book	chapter	part	date	title	conversation_id	original_path	extracted_file	sha256
현대인의의식수준	2	4	2026-07-28T17:00:23.427174+09:00	『현대인의 의식수준』 제2장 「인간의 딜레마」|「맥락의 과학」	6a686186-c4e4-83e8-84f1-3006c19b39ec	publish_site/conversations/2026-07-28_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£2∞₧Ñ-∞¥╕Ω░ä∞¥ÿ-δö£δáêδºê-δºÑδ¥╜∞¥ÿ-Ω│╝φòÖ_6a686186c4.md	02장_04_『현대인의 의식수준』 제2장 「인간의 딜레마」_「맥락의 과학」_6a686186.md	632372f1671ea81e002a7de8ddd2530948da3aad0c8361d9b59bd976af69a962
현대인의의식수준	2	5	2026-07-28T17:40:41.380351+09:00	『현대인의 의식수준』 제2장 「인간의 딜레마」|「이미지의 최면 효과」	6a686b04-13bc-83ee-a18e-174c3f8a1eb9	publish_site/conversations/2026-07-28_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£2∞₧Ñ-∞¥╕Ω░ä∞¥ÿ-δö£δáêδºê-∞¥┤δ»╕∞ºÇ∞¥ÿ-∞╡£δ⌐┤-φÜ¿Ω│╝_6a686b0413.md	02장_05_『현대인의 의식수준』 제2장 「인간의 딜레마」_「이미지의 최면 효과」_6a686b04.md	aa28bb34b889eebb8fac68e77ac58d982be22a93f747dc2266bac885a85eea11
현대인의의식수준	2	6	2026-07-28T17:41:02.580763+09:00	『현대인의 의식수준』 제2장 「인간의 딜레마」|「보호장치」	6a686b19-ce90-83ee-8633-21835c7608bc	publish_site/conversations/2026-07-28_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£2∞₧Ñ-∞¥╕Ω░ä∞¥ÿ-δö£δáêδºê-δ│┤φÿ╕∞₧Ñ∞╣ÿ_6a686b19ce.md	02장_06_『현대인의 의식수준』 제2장 「인간의 딜레마」_「보호장치」_6a686b19.md	410f7a3b2f24981d3f75fadc96659cc7015e05ac29357018a2a0d0546b91521a
현대인의의식수준	3	1	2026-07-29T02:49:44.771574+09:00	『현대인의 의식수준』 제3장 「실재의 패러다임」 「패러다임 맹목」	6a68ebb5-631c-83ee-8ee5-ea3b3e111e55	publish_site/conversations/2026-07-29_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£3∞₧Ñ-∞ïñ∞₧¼∞¥ÿ-φî¿δƒ¼δïñ∞₧ä-φî¿δƒ¼δïñ∞₧ä-δº╣δ¬⌐_6a68ebb563.md	03장_01_『현대인의 의식수준』 제3장 「실재의 패러다임」 「패러다임 맹목」_6a68ebb5.md	7fae7731c132f4159706c4c6977056f6c9eba1ef71fa5b7f1802a6ceb167e874
현대인의의식수준	3	2	2026-07-29T03:09:25.201188+09:00	『현대인의 의식수준』 제3장 「실재의 패러다임」|「양자 실재: 의식 연구」	6a68f051-6958-83ee-866c-b42a4211d363	publish_site/conversations/2026-07-29_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£3∞₧Ñ-∞ïñ∞₧¼∞¥ÿ-φî¿δƒ¼δïñ∞₧ä-∞ûæ∞₧É-∞ïñ∞₧¼-∞¥ÿ∞ï¥-∞ù░Ω╡¼_6a68f05169.md	03장_02_『현대인의 의식수준』 제3장 「실재의 패러다임」_「양자 실재_ 의식 연구」_6a68f051.md	66a4158b5cd805026ded7bddbc3b106440dbaa8a3f5346933ae10fbbd67e98e5
현대인의의식수준	4	1	2026-07-25T21:31:14.308297+09:00	『현대인의 의식수준』 제4장 실재는 주관적인가, 객관적인가? - 「인간 정신의 구성」·「뇌 기능과 생리학」·「실재의 감각」	6a64ac8c-3ec8-83ee-8118-860e15063c78	publish_site/conversations/2026-07-25_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£4∞₧Ñ-∞ïñ∞₧¼δèö-∞ú╝Ω┤Ç∞áü∞¥╕Ω░Ç-Ω░¥Ω┤Ç∞áü∞¥╕Ω░Ç-∞¥╕Ω░ä-∞áò∞ïá∞¥ÿ-Ω╡¼∞ä▒-δçî-Ω╕░δèÑΩ│╝-∞â¥δª¼φòÖ-∞ïñ∞₧¼∞¥ÿ-Ω░ÉΩ░ü_6a64ac8c3e.md	04장_01_『현대인의 의식수준』 제4장 실재는 주관적인가, 객관적인가_ - 「인간 정신의 구성」·「뇌 기능과 생리학」·「실재의 감각」_6a64ac8c.md	c5d639dc6261255651016e0cbc419b8f8467e2245ba0e185c322174eac39f244
현대인의의식수준	4	2	2026-07-25T22:21:14.832203+09:00	『현대인의 의식수준』 제4장 실재는 주관적인가, 객관적인가? 「주관성의 지배」	6a64b846-ce0c-83e8-a238-51943f2292f5	publish_site/conversations/2026-07-25_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£4∞₧Ñ-∞ïñ∞₧¼δèö-∞ú╝Ω┤Ç∞áü∞¥╕Ω░Ç-Ω░¥Ω┤Ç∞áü∞¥╕Ω░Ç-∞ú╝Ω┤Ç∞ä▒∞¥ÿ-∞ºÇδ░░_6a64b846ce.md	04장_02_『현대인의 의식수준』 제4장 실재는 주관적인가, 객관적인가_ 「주관성의 지배」_6a64b846.md	6f8cbf5691f71810c1652f6a6c56fcee99ee3b30927f4227bcddf91eaa1aadf6
현대인의의식수준	4	3	2026-07-29T03:11:43.154707+09:00	『현대인의 의식수준』 제4장 「실재는 주관적인가, 객관적인가?」 들어가며 ― 개인 정체성: ‘자아’	6a68f0dc-e21c-83ee-aa92-5bef9e45c785	publish_site/conversations/2026-07-29_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£4∞₧Ñ-∞ïñ∞₧¼δèö-∞ú╝Ω┤Ç∞áü∞¥╕Ω░Ç-Ω░¥Ω┤Ç∞áü∞¥╕Ω░Ç-δôñ∞û┤Ω░Çδ⌐░-Ω░£∞¥╕-∞áò∞▓┤∞ä▒-∞₧É∞òä_6a68f0dce2.md	04장_03_『현대인의 의식수준』 제4장 「실재는 주관적인가, 객관적인가_」 들어가며 ― 개인 정체성_ ‘자아’_6a68f0dc.md	c64f4ea2c551d3ca5059e325641c52174626338afcf284ebbd3f7335637d7dc6
현대인의의식수준	4	4	2026-07-29T16:55:55.544437+09:00	『현대인의 의식수준』 제4장 「실재는 주관적인가, 객관적인가?」―「믿음과 과학」2	6a69b1b9-86f8-83ee-afeb-77a34cf27991	publish_site/conversations/2026-07-29_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£4∞₧Ñ-∞ïñ∞₧¼δèö-∞ú╝Ω┤Ç∞áü∞¥╕Ω░Ç-Ω░¥Ω┤Ç∞áü∞¥╕Ω░Çδ»┐∞¥îΩ│╝-Ω│╝φòÖ2_6a69b1b986.md	04장_04_『현대인의 의식수준』 제4장 「실재는 주관적인가, 객관적인가_」―「믿음과 과학」2_6a69b1b9.md	dc232b6443ecd47a1ff593cffd141cf7c6719c93e38ecfed955e0bb4bebf4b1e
현대인의의식수준	4	5	2026-07-29T16:55:57.712801+09:00	『현대인의 의식수준』 제4장 「실재는 주관적인가, 객관적인가?」―「믿음과 과학」1	6a69b20c-1248-83ee-a1f7-2eff727fa675	publish_site/conversations/2026-07-29_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£4∞₧Ñ-∞ïñ∞₧¼δèö-∞ú╝Ω┤Ç∞áü∞¥╕Ω░Ç-Ω░¥Ω┤Ç∞áü∞¥╕Ω░Çδ»┐∞¥îΩ│╝-Ω│╝φòÖ1_6a69b20c12.md	04장_05_『현대인의 의식수준』 제4장 「실재는 주관적인가, 객관적인가_」―「믿음과 과학」1_6a69b20c.md	0a516b85648a708d7455cb3757e94e01b303ead5ad317464c7fbe371774ace32
현대인의의식수준	5	1	2026-07-25T22:56:24.876673+09:00	『현대인의 의식수준』 제5장 「과학과 종교: 진실 수준」―「기적」	6a64c085-b2ec-83ee-98a0-40864f0094c4	publish_site/conversations/2026-07-25_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£5∞₧Ñ-Ω│╝φòÖΩ│╝-∞óàΩ╡É-∞ºä∞ïñ-∞êÿ∞ñÇΩ╕░∞áü_6a64c085b2.md	05장_01_『현대인의 의식수준』 제5장 「과학과 종교_ 진실 수준」―「기적」_6a64c085.md	9bdb8ec5c2a6b9569a8ad5a54a7c804a3558bec80c32966055bd050325695d1d
현대인의의식수준	5	2	2026-07-29T17:03:20.635168+09:00	『현대인의 의식수준』 제5장 「과학과 종교: 진실 수준」―「기적」	6a69b3c4-f8ec-83ee-8d91-e6d17905acd4	publish_site/conversations/2026-07-29_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£5∞₧Ñ-Ω│╝φòÖΩ│╝-∞óàΩ╡É-∞ºä∞ïñ-∞êÿ∞ñÇΩ╕░∞áü_6a69b3c4f8.md	05장_02_『현대인의 의식수준』 제5장 「과학과 종교_ 진실 수준」―「기적」_6a69b3c4.md	024d2dba0ce64332c4e99d8ef0ce95bdbdf5239ddbcedc925389f0c2f4774812
현대인의의식수준	6	1	2026-07-26T00:59:40.889481+09:00	『현대인의 의식수준』 제6장 「사회적 실재와 진실 수준」―도입부 분석	6a64dd68-5700-83e9-9b9f-db250f52a1fb	publish_site/conversations/2026-07-26_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£6∞₧Ñ-∞é¼φÜî∞áü-∞ïñ∞₧¼∞ÖÇ-∞ºä∞ïñ-∞êÿ∞ñÇδÅä∞₧àδ╢Ç-δ╢ä∞ä¥_6a64dd6857.md	06장_01_『현대인의 의식수준』 제6장 「사회적 실재와 진실 수준」―도입부 분석_6a64dd68.md	fbe78c35e2b83860bc1df815a46d4510a81bafb2921ad7faddc503c9594b282c
현대인의의식수준	6	2	2026-07-26T01:32:57.745136+09:00	『현대인의 의식수준』 제6장 「사회적 실재와 진실 수준」 「헌법적 교착 상태」―「타협과 해결」	6a64e536-2740-83ee-98d0-44a10b9ae31e	publish_site/conversations/2026-07-26_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£6∞₧Ñ-∞é¼φÜî∞áü-∞ïñ∞₧¼∞ÖÇ-∞ºä∞ïñ-∞êÿ∞ñÇ-φùîδ▓ò∞áü-Ω╡É∞░⌐-∞âüφâ£φâÇφÿæΩ│╝-φò┤Ω▓░_6a64e53627.md	06장_02_『현대인의 의식수준』 제6장 「사회적 실재와 진실 수준」 「헌법적 교착 상태」―「타협과 해결」_6a64e536.md	b4bd9a39a20c5e307aa40a1afe97a8076bb646fa746fa2e536762530c1d0af49
현대인의의식수준	6	3	2026-07-29T21:28:54.544064+09:00	『현대인의 의식수준』 제6장 「사회적 실재와 진실 수준」||「헌법적 교착 상태」	6a69f202-3860-83e9-8b51-0e660a5e7fea	publish_site/conversations/2026-07-29_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£6∞₧Ñ-∞é¼φÜî∞áü-∞ïñ∞₧¼∞ÖÇ-∞ºä∞ïñ-∞êÿ∞ñÇ-φùîδ▓ò∞áü-Ω╡É∞░⌐-∞âüφâ£_6a69f20238.md	06장_03_『현대인의 의식수준』 제6장 「사회적 실재와 진실 수준」_「헌법적 교착 상태」_6a69f202.md	c5152495454d98e59747d65a6c96cb048e27c339a069567d9e8e6e037aa38b4e
현대인의의식수준	7	1	2026-07-26T14:57:44.533486+09:00	『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가?」―도입부·「하나의 해석으로서의 실재」·「실재를 분간하는 능력」	6a65a1aa-d860-83ee-a4eb-ac1f500343fe	publish_site/conversations/2026-07-26_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£7∞₧Ñ-δ¼┤∞ùç∞¥┤-∞ºä∞º£∞¥╕Ω░ÇδÅä∞₧àδ╢Ç-φòÿδéÿ∞¥ÿ-φò┤∞ä¥∞£╝δí£∞ä£∞¥ÿ-∞ïñ∞₧¼-∞ïñ∞₧¼δÑ╝-δ╢äΩ░äφòÿδèö-δèÑδáÑ_6a65a1aad8.md	07장_01_『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가_」―도입부·「하나의 해석으로서의 실재」·「실재를 분간하는 능력」_6a65a1aa.md	5616d975f188cdc0e3d48eb376b9b6f17a824bcd7ff43138ca1873a62d68259d
현대인의의식수준	7	2	2026-07-26T15:00:21.855823+09:00	『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가?」- 「진실과 실재의 진보적 본성」·「영적인 것은 ‘진짜’인가?」	6a65a271-570c-83ee-80a8-6cba4ea1d823	publish_site/conversations/2026-07-26_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£7∞₧Ñ-δ¼┤∞ùç∞¥┤-∞ºä∞º£∞¥╕Ω░Ç-∞ºä∞ïñΩ│╝-∞ïñ∞₧¼∞¥ÿ-∞ºäδ│┤∞áü-δ│╕∞ä▒-∞ÿü∞áü∞¥╕-Ω▓â∞¥Ç-∞ºä∞º£∞¥╕Ω░Ç_6a65a27157.md	07장_02_『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가_」- 「진실과 실재의 진보적 본성」·「영적인 것은 ‘진짜’인가_」_6a65a271.md	e4c6f6310885fee2581611846542dc5689356daacf583a9428345475b47f0559
현대인의의식수준	7	3	2026-07-26T16:20:26.325595+09:00	『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가?」| 「현실 검증과 뇌 기능: 정신 장애」	6a65b536-15e8-83ee-8ce5-cd9b6634798b	publish_site/conversations/2026-07-26_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£7∞₧Ñ-δ¼┤∞ùç∞¥┤-∞ºä∞º£∞¥╕Ω░Ç-φÿä∞ïñ-Ω▓Ç∞ª¥Ω│╝-δçî-Ω╕░δèÑ-∞áò∞ïá-∞₧Ñ∞òá_6a65b53615.md	07장_03_『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가_」_ 「현실 검증과 뇌 기능_ 정신 장애」_6a65b536.md	5cdc60cfe9d5c4b828adf8d0ea0fe05d1ca82d49e5953748839ac43b5b593631
현대인의의식수준	7	4	2026-07-29T23:09:45.796913+09:00	『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가?」	6a6a09a5-32e0-83e8-ab17-74d100e5aa56	publish_site/conversations/2026-07-29_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£7∞₧Ñ-δ¼┤∞ùç∞¥┤-∞ºä∞º£∞¥╕Ω░Ç_6a6a09a532.md	07장_04_『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가_」_6a6a09a5.md	c44a8d698cb10dd64241814763b8fd4e85be01d6c5a0ebe12a0c53cf7f8ec390
현대인의의식수준	7	5	2026-07-29T23:12:44.734829+09:00	『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가?」|| 「하나의 해석으로서의 실재」·「실재를 분간하는 능력」	6a6a0a4e-1538-83e8-a295-18275af14c66	publish_site/conversations/2026-07-29_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£7∞₧Ñ-δ¼┤∞ùç∞¥┤-∞ºä∞º£∞¥╕Ω░Ç-φòÿδéÿ∞¥ÿ-φò┤∞ä¥∞£╝δí£∞ä£∞¥ÿ-∞ïñ∞₧¼-∞ïñ∞₧¼δÑ╝-δ╢äΩ░äφòÿδèö-δèÑδáÑ_6a6a0a4e15.md	07장_05_『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가_」_ 「하나의 해석으로서의 실재」·「실재를 분간하는 능력」_6a6a0a4e.md	91c9f7574be11f2e8d763952cb9a8925ffd3f9c963c5c3dc42b3d475a69d189b
현대인의의식수준	7	6	2026-07-30T01:02:55.408217+09:00	『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가?」||「내용 대 맥락」·「사회적 산물로서의 실재」	6a6a2429-5ee4-83ee-a40d-8fdb369de693	publish_site/conversations/2026-07-30_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£7∞₧Ñ-δ¼┤∞ùç∞¥┤-∞ºä∞º£∞¥╕Ω░Ç-δé┤∞Ü⌐-δîÇ-δºÑδ¥╜-∞é¼φÜî∞áü-∞é░δ¼╝δí£∞ä£∞¥ÿ-∞ïñ∞₧¼_6a6a24295e.md	07장_06_『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가_」_「내용 대 맥락」·「사회적 산물로서의 실재」_6a6a2429.md	b4671c444264214eb164f9d38821ddfe42d62dda0ce1bd17895f58fc5d05d983
현대인의의식수준	7	7	2026-07-30T02:53:11.914619+09:00	『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가?」|「진실과 실재의 진보적 본성」·「영적인 것은 ‘진짜’인가?」	6a6a3e03-d938-83e8-ba47-01d2121c016c	publish_site/conversations/2026-07-30_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£7∞₧Ñ-δ¼┤∞ùç∞¥┤-∞ºä∞º£∞¥╕Ω░Ç-∞ºä∞ïñΩ│╝-∞ïñ∞₧¼∞¥ÿ-∞ºäδ│┤∞áü-δ│╕∞ä▒-∞ÿü∞áü∞¥╕-Ω▓â∞¥Ç-∞ºä∞º£∞¥╕Ω░Ç_6a6a3e03d9.md	07장_07_『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가_」_「진실과 실재의 진보적 본성」·「영적인 것은 ‘진짜’인가_」_6a6a3e03.md	ce1c6dcb53763d5b021a988ba79b6331a7722a361c5ff51ae7cd6d71fc52bb3d
현대인의의식수준	7	8	2026-07-30T03:34:19.291191+09:00	『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가?」||「영적 실재 대 영적 환상」	6a6a47a6-e61c-83ee-bf82-fa83940fb73b	publish_site/conversations/2026-07-30_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£7∞₧Ñ-δ¼┤∞ùç∞¥┤-∞ºä∞º£∞¥╕Ω░Ç-∞ÿü∞áü-∞ïñ∞₧¼-δîÇ-∞ÿü∞áü-φÖÿ∞âü_6a6a47a6e6.md	07장_08_『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가_」_「영적 실재 대 영적 환상」_6a6a47a6.md	9157608c9da75ae9875be43f64019b974944e667d7b09a92569aea54f90279dc
현대인의의식수준	7	9	2026-07-31T18:00:36.422260+09:00	『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가?」||「정신병」·「극단주의」	6a6c6430-c134-83ee-a541-7066b7611ff6	publish_site/conversations/2026-07-31_φÿäδîÇ∞¥╕∞¥ÿ-∞¥ÿ∞ï¥∞êÿ∞ñÇ-∞á£7∞₧Ñ-δ¼┤∞ùç∞¥┤-∞ºä∞º£∞¥╕Ω░Ç-∞áò∞ïáδ│æ-Ω╖╣δï¿∞ú╝∞¥ÿ_6a6c6430c1.md	07장_09_『현대인의 의식수준』 제7장 「무엇이 ‘진짜’인가_」_「정신병」·「극단주의」_6a6c6430.md	e8c0c172df663cbf8ba0b876f45be4fc54ac86d18e4f308e4fcc93d32f8cdc71
